trade_index,entry_time,exit_time,side,entry_price,exit_price,quantity,pnl,pnl_pct
0,2024-01-01 01:36:00+00:00,2024-01-01 16:39:00+00:00,buy,42733.45604999999,42788.7949,0.11706284635969667,3.9703967906993536,0.003970396790699353
