trade_index,entry_time,exit_time,side,entry_price,exit_price,quantity,pnl,pnl_pct
0,2024-01-01 11:21:00+00:00,2024-01-01 16:39:00+00:00,buy,42716.84775,42788.7949,0.11710836036584651,5.915939262076632,0.005915939262076632
